"","X","token","cat","lemma","pos","category","funct","case","pers","num","gender","tense","mode"
"16645",16645,"ich","PRO.Pers.Subst.1.Nom.Sg.*","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16646",16646,"durch","APPR","durch",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16647",16647,"die","ART.Def.Acc.Sg.Fem","die",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16648",16648,"sprachlose","ADJA.Pos.Acc.Sg.Fem","sprachlos",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16649",16649,"Bestürzung","N.Reg.Acc.Sg.Fem","Bestürzung",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16651",16651,",","SYM.Pun.Comma",",",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16652",16652,"mit","APPR","mit",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16653",16653,"der","PRO.Rel.Subst.Dat.Sg.Fem","die",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16654",16654,"Sie","PRO.Pers.Subst.3.Nom.Pl.*","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16655",16655,"es","PRO.Pers.Subst.3.Acc.Sg.Neut","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16656",16656,"anhörten","VFIN.Full.3.Pl.Past.Ind","anhören",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16658",16658,",","SYM.Pun.Comma",",",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16659",16659,"oder","CONJ.Coord","oder",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16660",16660,"vielmehr","ADV","vielmehr",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16661",16661,"nicht","PART.Neg","nicht",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16662",16662,"anhörten","VFIN.Full.3.Pl.Past.Ind","anhören",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16664",16664,",","SYM.Pun.Comma",",",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16665",16665,"genugsam","ADV","genugsam",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16666",16666,"bestraft","VPP.Full.Psp","bestrafen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16668",16668,".","SYM.Pun.Sent",".",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16669",16669,"–","N.Reg.Acc.Sg.Neut","–",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16670",16670,"Und","CONJ.Coord","und",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16671",16671,"könnt","VFIN.Full.2.Pl.Pres.Ind","können",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16673",16673,"'","SYM.Quot.Right","'",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16674",16674,"ich","PRO.Pers.Subst.1.Nom.Sg.*","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16675",16675,"schon","ADV","schon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16676",16676,"diesen","PRO.Dem.Attr.Acc.Sg.Masc","diese",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16677",16677,"Zufall","N.Reg.Acc.Sg.Masc","Zufall",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16679",16679,",","SYM.Pun.Comma",",",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16680",16680,"der","PRO.Rel.Subst.Nom.Sg.Masc","die",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16681",16681,"mir","PRO.Pers.Subst.1.Dat.Sg.*","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16682",16682,"nochmals","ADV","nochmals",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16684",16684,",","SYM.Pun.Comma",",",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16685",16685,"ehe","CONJ.SubFin","ehe",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16686",16686,"alle","PRO.Indef.Attr.Nom.Pl.Masc","alle",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16687",16687,"meine","PRO.Poss.Attr.Nom.Sg.Fem","meine",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16688",16688,"Hoffnung","N.Reg.Nom.Sg.Fem","Hoffnung",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16689",16689,"auf","APPR","auf",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16690",16690,"ewig","ADJD.Pos","ewig",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16691",16691,"verschwindet","VFIN.Full.3.Sg.Pres.Ind","verschwinden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16693",16693,",","SYM.Pun.Comma",",",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16694",16694,"–","TRUNC.Noun","–",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16695",16695,"mir","PRO.Pers.Subst.1.Dat.Sg.*","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16696",16696,"nochmals","ADV","nochmals",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16697",16697,"das","ART.Def.Acc.Sg.Neut","die",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16698",16698,"Glück","N.Reg.Acc.Sg.Neut","Glück",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16699",16699,"Sie","PRO.Pers.Subst.3.Nom.Pl.*","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16700",16700,"zu","PART.Zu","zu",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16701",16701,"sehen","VINF.Full","sehen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16702",16702,"und","CONJ.Coord","und",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16703",16703,"zu","PART.Zu","zu",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16704",16704,"sprechen","VINF.Full","sprechen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16705",16705,"verschafft","VFIN.Full.3.Sg.Pres.Ind","verschaffen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16707",16707,";","SYM.Pun.Sent",";",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16708",16708,"könnt","VFIN.Full.2.Pl.Pres.Ind","können",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16710",16710,"'","SYM.Quot.Right","'",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16711",16711,"ich","PRO.Pers.Subst.1.Nom.Sg.*","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16712",16712,"schon","ADV","schon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16713",16713,"diesen","PRO.Dem.Attr.Acc.Sg.Masc","diese",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16714",16714,"Zufall","N.Reg.Acc.Sg.Masc","Zufall",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16715",16715,"für","APPR","für",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16716",16716,"den","ART.Def.Acc.Sg.Masc","die",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16717",16717,"Wink","N.Reg.Acc.Sg.Masc","Wink",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16718",16718,"eines","ART.Indef.Gen.Sg.Neut","eine",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16719",16719,"günstigen","ADJA.Pos.Gen.Sg.Neut","günstig",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16720",16720,"Glückes","N.Reg.Gen.Sg.Neut","Glück",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16721",16721,"erklären","VFIN.Full.3.Pl.Pres.Ind","erklären",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16723",16723,",","SYM.Pun.Comma",",",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16724",16724,"–","N.Reg.Nom.Sg.Masc","–",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16725",16725,"für","APPR","für",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16726",16726,"den","ART.Def.Acc.Sg.Masc","die",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16727",16727,"wunderbarsten","ADJA.Sup.Acc.Sg.Masc","wunderbar",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16728",16728,"Aufschub","N.Reg.Acc.Sg.Masc","Aufschub",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16729",16729,"meiner","PRO.Poss.Attr.Gen.Sg.Fem","meine",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16730",16730,"endlichen","ADJA.Pos.Gen.Sg.Fem","endlich",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16731",16731,"Verurteilung","N.Reg.Gen.Sg.Fem","Verurteilung",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16732",16732,"erklären","VINF.Full","erklären",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16734",16734,",","SYM.Pun.Comma",",",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16735",16735,"um","CONJ.SubInf","um",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16736",16736,"nochmals","ADV","nochmals",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16737",16737,"um","APPR","um",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16738",16738,"Gnade","N.Reg.Acc.Sg.Fem","Gnade",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16739",16739,"flehen","VINF.Full","flehen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16740",16740,"zu","PART.Zu","zu",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16741",16741,"dürfen","VINF.Mod","dürfen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16743",16743,":","SYM.Pun.Colon",":",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16744",16744,"so","ADV","so",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16745",16745,"will","VFIN.Mod.1.Sg.Pres.Ind","wollen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16746",16746,"ich","PRO.Pers.Subst.1.Nom.Sg.*","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16747",16747,"doch","ADV","doch",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16748",16748,"–","ADJA.Pos.Acc.Sg.Neut","–",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16749",16749,"Beben","N.Reg.Acc.Sg.Neut","Beben",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16750",16750,"Sie","PRO.Pers.Subst.3.Nom.Sg.Fem","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16751",16751,"nicht","PART.Neg","nicht",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16753",16753,",","SYM.Pun.Comma",",",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16754",16754,"mein","PRO.Poss.Attr.Nom.Sg.Neut","meine",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16755",16755,"Fräulein","N.Reg.Nom.Sg.Neut","Fräulein",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16756",16756,"–","N.Name.Nom.Sg.*","–",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16757",16757,"einzig","ADJD.Pos","einzig",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16758",16758,"und","CONJ.Coord","und",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16759",16759,"allein","ADV","allein",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16760",16760,"von","APPR","von",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16761",16761,"Ihrem","PRO.Poss.Attr.Dat.Sg.Masc","ihre",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16762",16762,"Blicke","N.Reg.Dat.Sg.Masc","Blick",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16763",16763,"abhangen","VPP.Full.Psp","abhangen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16765",16765,".","SYM.Pun.Sent",".",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16768",16768,"Kein","PRO.Indef.Attr.Nom.Sg.Neut","keine",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16769",16769,"Wort","N.Reg.Nom.Sg.Neut","Wort",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16771",16771,",","SYM.Pun.Comma",",",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16772",16772,"kein","PRO.Indef.Attr.Nom.Sg.Masc","keine",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16773",16773,"Seufzer","N.Reg.Nom.Sg.Masc","Seufzer",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16775",16775,",","SYM.Pun.Comma",",",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16776",16776,"soll","VFIN.Mod.3.Sg.Pres.Ind","sollen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16777",16777,"Sie","PRO.Pers.Subst.3.Nom.Sg.Fem","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16778",16778,"beleidigen","VINF.Full","beleidigen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16780",16780,".","SYM.Pun.Sent",".",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16781",16781,"–","CARD","[number]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16782",16782,"Nur","ADV","nur",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16783",16783,"kränke","VFIN.Full.1.Sg.Pres.Ind","kränken",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16784",16784,"mich","PRO.Refl.Subst.1.Acc.Sg.*","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16785",16785,"nicht","PART.Neg","nicht",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16786",16786,"Ihr","PRO.Poss.Attr.Nom.Sg.Neut","ihre",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16787",16787,"Mißtrauen","N.Reg.Nom.Sg.Neut","Misstrauen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16789",16789,".","SYM.Pun.Sent",".",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16792",16792,"Nur","ADV","nur",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16793",16793,"zweifeln","VFIN.Full.3.Pl.Pres.Ind","zweifeln",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16794",16794,"Sie","PRO.Pers.Subst.3.Nom.Pl.*","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16795",16795,"keinen","PRO.Indef.Attr.Acc.Sg.Masc","keine",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16796",16796,"Augenblick","N.Reg.Acc.Sg.Masc","Augenblick",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16797",16797,"an","APPR","an",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16798",16798,"der","ART.Def.Dat.Sg.Fem","die",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16799",16799,"unumschränktesten","ADJA.Sup.Dat.Sg.Fem","unumschränktest",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16800",16800,"Gewalt","N.Reg.Dat.Sg.Fem","Gewalt",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16802",16802,",","SYM.Pun.Comma",",",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16803",16803,"die","PRO.Rel.Subst.Acc.Sg.Fem","die",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16804",16804,"Sie","PRO.Pers.Subst.3.Nom.Pl.*","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16805",16805,"über","APPR","über",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16806",16806,"mich","PRO.Pers.Subst.1.Acc.Sg.*","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16807",16807,"haben","VFIN.Aux.3.Pl.Pres.Ind","haben",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16809",16809,".","SYM.Pun.Sent",".",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16812",16812,"Nur","ADV","nur",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16813",16813,"falle","VFIN.Full.3.Sg.Pres.Subj","fallen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16814",16814,"Ihnen","PRO.Pers.Subst.3.Dat.Pl.*","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16815",16815,"nie","ADV","nie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16816",16816,"bei","PART.Verb","bei",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16818",16818,",","SYM.Pun.Comma",",",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16819",16819,"daß","CONJ.SubFin","dass",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16820",16820,"Sie","PRO.Pers.Subst.3.Nom.Pl.*","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16821",16821,"eines","ART.Indef.Gen.Sg.Masc","eine",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16822",16822,"andern","ADJA.Pos.Dat.Sg.Masc","andern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16823",16823,"Schutzes","N.Reg.Gen.Sg.Masc","Schutz",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16824",16824,"gegen","APPR","gegen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16825",16825,"mich","PRO.Pers.Subst.1.Acc.Sg.*","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16826",16826,"bedürfen","VFIN.Full.3.Pl.Pres.Ind","bedürfen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16828",16828,".","SYM.Pun.Sent",".",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16829",16829,"–","CARD","[number]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16830",16830,"Und","CONJ.Coord","und",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16831",16831,"nun","ADV","nun",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16832",16832,"kommen","VFIN.Full.3.Pl.Pres.Ind","kommen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16833",16833,"Sie","PRO.Pers.Subst.3.Nom.Pl.*","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16835",16835,",","SYM.Pun.Comma",",",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16836",16836,"mein","PRO.Poss.Attr.Acc.Sg.Neut","meine",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16837",16837,"Fräulein","N.Reg.Acc.Sg.Neut","Fräulein",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16839",16839,",","SYM.Pun.Comma",",",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16840",16840,"–","TRUNC.Noun","–",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16841",16841,"kommen","VFIN.Full.3.Pl.Pres.Ind","kommen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16842",16842,"Sie","PRO.Pers.Subst.3.Nom.Pl.*","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16844",16844,",","SYM.Pun.Comma",",",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16845",16845,"wo","PROADV.Inter","wo",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16846",16846,"Entzückungen","N.Reg.Nom.Pl.Fem","Entzückung",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16847",16847,"auf","APPR","auf",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16848",16848,"Sie","PRO.Pers.Subst.3.Acc.*.*","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16849",16849,"warten","VFIN.Full.3.Pl.Pres.Ind","warten",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16851",16851,",","SYM.Pun.Comma",",",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16852",16852,"die","PRO.Rel.Subst.Acc.Sg.Fem","die",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16853",16853,"Sie","PRO.Pers.Subst.3.Nom.Pl.*","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16854",16854,"mehr","ADV","mehr",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16855",16855,"billigen","VFIN.Full.3.Pl.Pres.Ind","billigen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16857",16857,".","SYM.Pun.Sent",".",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16860",16860,"Folgen","VFIN.Full.3.Pl.Pres.Ind","folgen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16861",16861,"Sie","PRO.Pers.Subst.3.Nom.Pl.*","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16862",16862,"uns","PRO.Pers.Subst.1.Acc.Pl.*","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16864",16864,",","SYM.Pun.Comma",",",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16865",16865,"Marinelli","FM","Marinelli",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16867",16867,".","SYM.Pun.Sent",".",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16868",16868,"–","FM","–",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16869",16869,"Folgen","VFIN.Full.3.Pl.Pres.Ind","folgen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16870",16870,"Sie","PRO.Pers.Subst.3.Nom.Pl.*","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16871",16871,"uns","PRO.Pers.Subst.1.Acc.Pl.*","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16873",16873,",","SYM.Pun.Comma",",",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16874",16874,"–","FM","–",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16875",16875,"das","PRO.Dem.Subst.Nom.Sg.Neut","die",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16876",16876,"mag","VFIN.Mod.1.Sg.Pres.Ind","mögen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16877",16877,"heißen","VINF.Full","heißen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16879",16879,":","SYM.Pun.Colon",":",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16880",16880,"folgen","VFIN.Full.3.Pl.Pres.Ind","folgen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16881",16881,"Sie","PRO.Pers.Subst.3.Nom.Pl.*","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16882",16882,"uns","PRO.Pers.Subst.1.Acc.Pl.*","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16883",16883,"nicht","PART.Neg","nicht",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16885",16885,"!","SYM.Pun.Sent","!",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16886",16886,"–","N.Name.Nom.Sg.*","–",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16887",16887,"Was","PRO.Inter.Subst.Acc.Sg.Neut","was",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16888",16888,"hätte","VFIN.Aux.1.Sg.Past.Subj","haben",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16889",16889,"ich","PRO.Pers.Subst.1.Nom.Sg.*","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16890",16890,"ihnen","PRO.Pers.Subst.3.Dat.Pl.*","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16891",16891,"auch","ADV","auch",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16892",16892,"zu","PART.Zu","zu",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16893",16893,"folgen","VINF.Full","folgen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16895",16895,"?","SYM.Pun.Sent","?",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16898",16898,"Er","PRO.Pers.Subst.3.Nom.Sg.Masc","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16899",16899,"mag","VFIN.Mod.3.Sg.Pres.Ind","mögen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16900",16900,"sehen","VINF.Full","sehen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16902",16902,",","SYM.Pun.Comma",",",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16903",16903,"wie","PROADV.Inter","wie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16904",16904,"weit","ADJD.Pos","weit",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16905",16905,"er","PRO.Pers.Subst.3.Nom.Sg.Masc","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16906",16906,"es","PRO.Pers.Subst.3.Acc.Sg.Neut","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16907",16907,"unter","APPR","unter",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16908",16908,"vier","CARD","vier",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16909",16909,"Augen","N.Reg.Dat.Pl.Neut","Auge",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16910",16910,"mit","APPR","mit",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16911",16911,"ihr","PRO.Pers.Subst.3.Dat.Sg.Fem","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16912",16912,"bringt","VFIN.Full.3.Sg.Pres.Ind","bringen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16914",16914,".","SYM.Pun.Sent",".",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16915",16915,"–","CARD","[number]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16916",16916,"Alles","PRO.Indef.Subst.Nom.Sg.Neut","alle",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16918",16918,",","SYM.Pun.Comma",",",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16919",16919,"was","PRO.Rel.Subst.Acc.Sg.Neut","was",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16920",16920,"ich","PRO.Pers.Subst.1.Nom.Sg.*","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16921",16921,"zu","PART.Zu","zu",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16922",16922,"tun","VINF.Full","tun",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16923",16923,"habe","VFIN.Aux.1.Sg.Pres.Ind","haben",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16925",16925,",","SYM.Pun.Comma",",",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16926",16926,"ist","VFIN.Aux.3.Sg.Pres.Ind","sein",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16928",16928,",","SYM.Pun.Comma",",",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16929",16929,"–","ADJD.Pos","–",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16930",16930,"zu","PART.Zu","zu",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16931",16931,"verhindern","VINF.Full","verhindern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16933",16933,",","SYM.Pun.Comma",",",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16934",16934,"daß","CONJ.SubFin","dass",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16935",16935,"sie","PRO.Pers.Subst.3.Nom.Pl.*","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16936",16936,"nicht","PART.Neg","nicht",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16937",16937,"gestöret","VPP.Full.Psp","gestöret",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16938",16938,"werden","VFIN.Aux.3.Pl.Pres.Ind","werden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16940",16940,".","SYM.Pun.Sent",".",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16943",16943,"Von","APPR","von",NA,NA,NA,NA,NA,NA,NA,NA,NA
