"","row","cpt","pb","pb2","man","tei1"
"73",73,"Thal.
Das heißt mit andern Worten: wir haben jeder
unsern Korb.","Thal. Das heißt mit andern Worten: wir haben jeder unsern Korb. [81] ","<sp who=""#thal""><speaker>Thal</speaker><p>Das heißt mit andern Worten: wir haben jeder unsern Korb. <pb no=""81""/> </p></sp>","","<sp who=""#thal""><speaker>Thal</speaker><p>Das heißt mit andern Worten: wir haben jeder unsern Korb. <pb no=""81""/> </p></sp>"
"74",74,"[81] Baron.
Nein, das heißt es nicht. Sie findet Sie beide
gleich liebenswürdig –","Baron. Nein, das heißt es nicht. Sie findet Sie beide gleich liebenswürdig –","<sp who=""#baron""><speaker>Baron</speaker><p>Nein, das heißt es nicht. Sie findet Sie beide gleich liebenswürdig –</p></sp>","","<sp who=""#baron""><speaker>Baron</speaker><p>Nein, das heißt es nicht. Sie findet Sie beide gleich liebenswürdig –</p></sp>"
"75",75,"Thal und Blum (sich verbeugend).
Ah!","Thal und Blum (sich verbeugend). Ah!","<sp who=""#thal""><speaker>Thal</speaker><stage>und Blum (sich verbeugend).</stage><p> Ah!</p></sp>","","<sp who=""#thal""><speaker>Thal</speaker><stage>und Blum (sich verbeugend).</stage><p> Ah!</p></sp>"
"76",76,"Baron.
Sie bittet, ihr die Wahl zu erleichtern –","Baron. Sie bittet, ihr die Wahl zu erleichtern –","<sp who=""#baron""><speaker>Baron</speaker><p>Sie bittet, ihr die Wahl zu erleichtern –</p></sp>","","<sp who=""#baron""><speaker>Baron</speaker><p>Sie bittet, ihr die Wahl zu erleichtern –</p></sp>"
"77",77,"Beide.
Wodurch?","Beide. Wodurch?","<sp who=""#Beide""><speaker>Beide</speaker><p>Wodurch?</p></sp>","","<sp who=""#Beide""><speaker>Beide</speaker><p>Wodurch?</p></sp>"
"78",78,"Baron.
Indem Einer von Ihnen freiwillig zurücktritt.","Baron. Indem Einer von Ihnen freiwillig zurücktritt.","<sp who=""#baron""><speaker>Baron</speaker><p>Indem Einer von Ihnen freiwillig zurücktritt.</p></sp>","","<sp who=""#baron""><speaker>Baron</speaker><p>Indem Einer von Ihnen freiwillig zurücktritt.</p></sp>"
"79",79,"Blum.
Wie wäre das möglich?","Blum. Wie wäre das möglich?","<sp who=""#blum""><speaker>Blum</speaker><p>Wie wäre das möglich?</p></sp>","","<sp who=""#blum""><speaker>Blum</speaker><p>Wie wäre das möglich?</p></sp>"
"80",80,"Baron.
Das ist Ihre Sorge.","Baron. Das ist Ihre Sorge.","<sp who=""#baron""><speaker>Baron</speaker><p>Das ist Ihre Sorge.</p></sp>","","<sp who=""#baron""><speaker>Baron</speaker><p>Das ist Ihre Sorge.</p></sp>"
"81",81,"Thal.
Nur der Tod Eines von uns beiden –","Thal. Nur der Tod Eines von uns beiden –","<sp who=""#thal""><speaker>Thal</speaker><p>Nur der Tod Eines von uns beiden –</p></sp>","","<sp who=""#thal""><speaker>Thal</speaker><p>Nur der Tod Eines von uns beiden –</p></sp>"
"82",82,"Baron.
Der Tod ist ausdrücklich ausgenommen. Sie haben
einander hier kennen lernen und Freunde geworden;
Sie haben sich beide in mein Minchen verliebt,
und sind Freunde geblieben, das will viel
sagen; ein so seltnes Band will meine Tochter durchaus
[82] nicht zerreißen, sondern bloß demjenigen ihre
Hand reichen, dem es gelungen ist, den Andern vor
der Hand zu entfernen. Wie er das anstellen werde,
das gilt ihr gleich; nur Gewalt muß aus dem Spiele
bleiben, sonst nimmt sie keinen.","Baron. Der Tod ist ausdrücklich ausgenommen. Sie haben einander hier kennen lernen und Freunde geworden; Sie haben sich beide in mein Minchen verliebt, und sind Freunde geblieben, das will viel sagen; ein so seltnes Band will meine Tochter durchaus [82] nicht zerreißen, sondern bloß demjenigen ihre Hand reichen, dem es gelungen ist, den Andern vor der Hand zu entfernen. Wie er das anstellen werde, das gilt ihr gleich; nur Gewalt muß aus dem Spiele bleiben, sonst nimmt sie keinen.","<sp who=""#baron""><speaker>Baron</speaker><p>Der Tod ist ausdrücklich ausgenommen. Sie haben einander hier kennen lernen und Freunde geworden; Sie haben sich beide in mein Minchen verliebt, und sind Freunde geblieben, das will viel sagen; ein so seltnes Band will meine Tochter durchaus <pb no=""82""/> nicht zerreißen, sondern bloß demjenigen ihre Hand reichen, dem es gelungen ist, den Andern vor der Hand zu entfernen. Wie er das anstellen werde, das gilt ihr gleich; nur Gewalt muß aus dem Spiele bleiben, sonst nimmt sie keinen.</p></sp>","","<sp who=""#baron""><speaker>Baron</speaker><p>Der Tod ist ausdrücklich ausgenommen. Sie haben einander hier kennen lernen und Freunde geworden; Sie haben sich beide in mein Minchen verliebt, und sind Freunde geblieben, das will viel sagen; ein so seltnes Band will meine Tochter durchaus <pb no=""82""/> nicht zerreißen, sondern bloß demjenigen ihre Hand reichen, dem es gelungen ist, den Andern vor der Hand zu entfernen. Wie er das anstellen werde, das gilt ihr gleich; nur Gewalt muß aus dem Spiele bleiben, sonst nimmt sie keinen.</p></sp>"
"83",83,"Blum.
Eine wahre Turandot.","Blum. Eine wahre Turandot.","<sp who=""#blum""><speaker>Blum</speaker><p>Eine wahre Turandot.</p></sp>","","<sp who=""#blum""><speaker>Blum</speaker><p>Eine wahre Turandot.</p></sp>"
"84",84,"Thal.
Diese Aufgabe ist schwerer zu lösen, als die Räthsel
der Prinzessin Kieselherz.","Thal. Diese Aufgabe ist schwerer zu lösen, als die Räthsel der Prinzessin Kieselherz.","<sp who=""#thal""><speaker>Thal</speaker><p>Diese Aufgabe ist schwerer zu lösen, als die Räthsel der Prinzessin Kieselherz.</p></sp>","","<sp who=""#thal""><speaker>Thal</speaker><p>Diese Aufgabe ist schwerer zu lösen, als die Räthsel der Prinzessin Kieselherz.</p></sp>"
"85",85,"Blum.
Nimmermehr entsage ich freiwillig meinen schönsten
Hoffnungen.","Blum. Nimmermehr entsage ich freiwillig meinen schönsten Hoffnungen.","<sp who=""#blum""><speaker>Blum</speaker><p>Nimmermehr entsage ich freiwillig meinen schönsten Hoffnungen.</p></sp>","","<sp who=""#blum""><speaker>Blum</speaker><p>Nimmermehr entsage ich freiwillig meinen schönsten Hoffnungen.</p></sp>"
"86",86,"Thal.
Ich auch nicht.","Thal. Ich auch nicht.","<sp who=""#thal""><speaker>Thal</speaker><p>Ich auch nicht.</p></sp>","","<sp who=""#thal""><speaker>Thal</speaker><p>Ich auch nicht.</p></sp>"
"87",87,"Baron.
Es ist auch nur von Entfernung die Rede.","Baron. Es ist auch nur von Entfernung die Rede.","<sp who=""#baron""><speaker>Baron</speaker><p>Es ist auch nur von Entfernung die Rede.</p></sp>","","<sp who=""#baron""><speaker>Baron</speaker><p>Es ist auch nur von Entfernung die Rede.</p></sp>"
"88",88,"Thal.
Sehr wohl, aber ich gehe nicht.","Thal. Sehr wohl, aber ich gehe nicht.","<sp who=""#thal""><speaker>Thal</speaker><p>Sehr wohl, aber ich gehe nicht.</p></sp>","","<sp who=""#thal""><speaker>Thal</speaker><p>Sehr wohl, aber ich gehe nicht.</p></sp>"
"89",89,"Blum.
Ich auch nicht.","Blum. Ich auch nicht.","<sp who=""#blum""><speaker>Blum</speaker><p>Ich auch nicht.</p></sp>","","<sp who=""#blum""><speaker>Blum</speaker><p>Ich auch nicht.</p></sp>"
"90",90,"Baron.
So bleibts beim Alten.","Baron. So bleibts beim Alten. [83] ","<sp who=""#baron""><speaker>Baron</speaker><p>So bleibts beim Alten. <pb no=""83""/> </p></sp>","","<sp who=""#baron""><speaker>Baron</speaker><p>So bleibts beim Alten. <pb no=""83""/> </p></sp>"
"91",91,"[83] Thal.
Was nennen Sie Entfernung?","Thal. Was nennen Sie Entfernung?","<sp who=""#thal""><speaker>Thal</speaker><p>Was nennen Sie Entfernung?</p></sp>","","<sp who=""#thal""><speaker>Thal</speaker><p>Was nennen Sie Entfernung?</p></sp>"
"92",92,"Blum.
Der Begriff ist sehr relativ.","Blum. Der Begriff ist sehr relativ.","<sp who=""#blum""><speaker>Blum</speaker><p>Der Begriff ist sehr relativ.</p></sp>","","<sp who=""#blum""><speaker>Blum</speaker><p>Der Begriff ist sehr relativ.</p></sp>"
"93",93,"Baron.
Das mögen Sie unter einander bestimmen.","Baron. Das mögen Sie unter einander bestimmen.","<sp who=""#baron""><speaker>Baron</speaker><p>Das mögen Sie unter einander bestimmen.</p></sp>","","<sp who=""#baron""><speaker>Baron</speaker><p>Das mögen Sie unter einander bestimmen.</p></sp>"
"94",94,"Thal.
Für einen Verliebten ist das nächste Dorf schon
eine weite Entfernung.","Thal. Für einen Verliebten ist das nächste Dorf schon eine weite Entfernung.","<sp who=""#thal""><speaker>Thal</speaker><p>Für einen Verliebten ist das nächste Dorf schon eine weite Entfernung.</p></sp>","","<sp who=""#thal""><speaker>Thal</speaker><p>Für einen Verliebten ist das nächste Dorf schon eine weite Entfernung.</p></sp>"
"95",95,"Blum.
Wenn ich auch nur Ihre Gränze überschreite, so
erkenne ich mich für überwunden.","Blum. Wenn ich auch nur Ihre Gränze überschreite, so erkenne ich mich für überwunden.","<sp who=""#blum""><speaker>Blum</speaker><p>Wenn ich auch nur Ihre Gränze überschreite, so erkenne ich mich für überwunden.</p></sp>","","<sp who=""#blum""><speaker>Blum</speaker><p>Wenn ich auch nur Ihre Gränze überschreite, so erkenne ich mich für überwunden.</p></sp>"
"96",96,"Baron.
Nun, da hätten wir ja gleich einen Maßstab.
Die Verabredung wäre etwa folgende: wer den Andern
dahin bringen kann, daß er meine Gränze überschreitet
– Sie kennen ja den Gränzstein draußen
vor dem Dorfe – der hat das Spiel gewonnen.","Baron. Nun, da hätten wir ja gleich einen Maßstab. Die Verabredung wäre etwa folgende: wer den Andern dahin bringen kann, daß er meine Gränze überschreitet – Sie kennen ja den Gränzstein draußen vor dem Dorfe – der hat das Spiel gewonnen.","<sp who=""#baron""><speaker>Baron</speaker><p>Nun, da hätten wir ja gleich einen Maßstab. Die Verabredung wäre etwa folgende: wer den Andern dahin bringen kann, daß er meine Gränze überschreitet – Sie kennen ja den Gränzstein draußen vor dem Dorfe – der hat das Spiel gewonnen.</p></sp>","","<sp who=""#baron""><speaker>Baron</speaker><p>Nun, da hätten wir ja gleich einen Maßstab. Die Verabredung wäre etwa folgende: wer den Andern dahin bringen kann, daß er meine Gränze überschreitet – Sie kennen ja den Gränzstein draußen vor dem Dorfe – der hat das Spiel gewonnen.</p></sp>"
"97",97,"Thal.
Ich bin es zufrieden.","Thal. Ich bin es zufrieden.","<sp who=""#thal""><speaker>Thal</speaker><p>Ich bin es zufrieden.</p></sp>","","<sp who=""#thal""><speaker>Thal</speaker><p>Ich bin es zufrieden.</p></sp>"
"98",98,"Blum.
Topp!","Blum. Topp! [84] ","<sp who=""#blum""><speaker>Blum</speaker><p>Topp! <pb no=""84""/> </p></sp>","","<sp who=""#blum""><speaker>Blum</speaker><p>Topp! <pb no=""84""/> </p></sp>"
"99",99,"[84] Thal.
Aber machen Sie sich nur gefaßt, Herr Baron,
mich in zehn Jahren nicht los zu werden.","Thal. Aber machen Sie sich nur gefaßt, Herr Baron, mich in zehn Jahren nicht los zu werden.","<sp who=""#thal""><speaker>Thal</speaker><p>Aber machen Sie sich nur gefaßt, Herr Baron, mich in zehn Jahren nicht los zu werden.</p></sp>","","<sp who=""#thal""><speaker>Thal</speaker><p>Aber machen Sie sich nur gefaßt, Herr Baron, mich in zehn Jahren nicht los zu werden.</p></sp>"
"100",100,"Blum.
Ich pränumerire auf die Ewigkeit.","Blum. Ich pränumerire auf die Ewigkeit.","<sp who=""#blum""><speaker>Blum</speaker><p>Ich pränumerire auf die Ewigkeit.</p></sp>","","<sp who=""#blum""><speaker>Blum</speaker><p>Ich pränumerire auf die Ewigkeit.</p></sp>"
"101",101,"Baron.
Das weiß ich besser. Mit der ersten Runzel auf
meiner Tochter Wangen flattern Sie beide davon.
(Geht ins Haus.)","Baron. Das weiß ich besser. Mit der ersten Runzel auf meiner Tochter Wangen flattern Sie beide davon. (Geht ins Haus.)","<sp who=""#baron""><speaker>Baron</speaker><p>Das weiß ich besser. Mit der ersten Runzel auf meiner Tochter Wangen flattern Sie beide davon. (Geht ins Haus.)</p></sp>","","<sp who=""#baron""><speaker>Baron</speaker><p>Das weiß ich besser. Mit der ersten Runzel auf meiner Tochter Wangen flattern Sie beide davon. (Geht ins Haus.)</p></sp></div>"
"102",102,"","","","",NA
"103",103,"Dritte Scene.","Dritte Scene.","Dritte Scene.","",NA
"104",104,"Dritte Scene.","Dritte Scene.","<div type=""scene""><head>Dritte Scene.</head>","","<div type=""scene""><head>Dritte Scene.</head>"
"105",105,"Die Vorigen, ohne den Baron.","Die Vorigen, ohne den Baron.","Die Vorigen, ohne den Baron.","",NA
"106",106,"Die Vorigen, ohne den Baron.","Die Vorigen, ohne den Baron.","<stage>Die Vorigen, ohne den Baron.</stage>","","<stage>Die Vorigen, ohne den Baron.</stage>"
"107",107,"Thal.
Herr Bruder, das ist eine drollige Situation.","Thal. Herr Bruder, das ist eine drollige Situation.","<sp who=""#thal""><speaker>Thal</speaker><p>Herr Bruder, das ist eine drollige Situation.</p></sp>","","<sp who=""#thal""><speaker>Thal</speaker><p>Herr Bruder, das ist eine drollige Situation.</p></sp>"
"108",108,"Blum.
Wir bleiben Freunde wie bisher.","Blum. Wir bleiben Freunde wie bisher.","<sp who=""#blum""><speaker>Blum</speaker><p>Wir bleiben Freunde wie bisher.</p></sp>","","<sp who=""#blum""><speaker>Blum</speaker><p>Wir bleiben Freunde wie bisher.</p></sp>"
"109",109,"Thal.
Das versteht sich.","Thal. Das versteht sich.","<sp who=""#thal""><speaker>Thal</speaker><p>Das versteht sich.</p></sp>","","<sp who=""#thal""><speaker>Thal</speaker><p>Das versteht sich.</p></sp>"
"110",110,"Blum.
Vielleicht wärst Du gar so gefällig, aus purer
Freundschaft für mich Deinen Wünschen zu entsagen?","Blum. Vielleicht wärst Du gar so gefällig, aus purer Freundschaft für mich Deinen Wünschen zu entsagen? [85] ","<sp who=""#blum""><speaker>Blum</speaker><p>Vielleicht wärst Du gar so gefällig, aus purer Freundschaft für mich Deinen Wünschen zu entsagen? <pb no=""85""/> </p></sp>","","<sp who=""#blum""><speaker>Blum</speaker><p>Vielleicht wärst Du gar so gefällig, aus purer Freundschaft für mich Deinen Wünschen zu entsagen? <pb no=""85""/> </p></sp>"
"111",111,"[85] Thal.
Nein, Herr Bruder, daraus wird nichts.","Thal. Nein, Herr Bruder, daraus wird nichts.","<sp who=""#thal""><speaker>Thal</speaker><p>Nein, Herr Bruder, daraus wird nichts.</p></sp>","","<sp who=""#thal""><speaker>Thal</speaker><p>Nein, Herr Bruder, daraus wird nichts.</p></sp>"
"112",112,"Blum.
Du erklärtest noch gestern, Du würdest für mich
ins Wasser springen?","Blum. Du erklärtest noch gestern, Du würdest für mich ins Wasser springen?","<sp who=""#blum""><speaker>Blum</speaker><p>Du erklärtest noch gestern, Du würdest für mich ins Wasser springen?</p></sp>","","<sp who=""#blum""><speaker>Blum</speaker><p>Du erklärtest noch gestern, Du würdest für mich ins Wasser springen?</p></sp>"
"113",113,"Thal.
In Wasser und Feuer, aber nicht über die Gränze.
Du hingegen hast ein weit edleres Gemüth als ich;
wie wär’ es, wenn Du um meinetwillen –","Thal. In Wasser und Feuer, aber nicht über die Gränze. Du hingegen hast ein weit edleres Gemüth als ich; wie wär’ es, wenn Du um meinetwillen –","<sp who=""#thal""><speaker>Thal</speaker><p>In Wasser und Feuer, aber nicht über die Gränze. Du hingegen hast ein weit edleres Gemüth als ich; wie wär’ es, wenn Du um meinetwillen –</p></sp>","","<sp who=""#thal""><speaker>Thal</speaker><p>In Wasser und Feuer, aber nicht über die Gränze. Du hingegen hast ein weit edleres Gemüth als ich; wie wär’ es, wenn Du um meinetwillen –</p></sp>"
"114",114,"Blum.
Nein, Herr Bruder, daraus wird nichts.","Blum. Nein, Herr Bruder, daraus wird nichts.","<sp who=""#blum""><speaker>Blum</speaker><p>Nein, Herr Bruder, daraus wird nichts.</p></sp>","","<sp who=""#blum""><speaker>Blum</speaker><p>Nein, Herr Bruder, daraus wird nichts.</p></sp>"
"115",115,"Thal.
Wie oft hast Du mir gesagt, Du würdest Deinen
letzten Bissen mit mir theilen.","Thal. Wie oft hast Du mir gesagt, Du würdest Deinen letzten Bissen mit mir theilen.","<sp who=""#thal""><speaker>Thal</speaker><p>Wie oft hast Du mir gesagt, Du würdest Deinen letzten Bissen mit mir theilen.</p></sp>","","<sp who=""#thal""><speaker>Thal</speaker><p>Wie oft hast Du mir gesagt, Du würdest Deinen letzten Bissen mit mir theilen.</p></sp>"
"116",116,"Blum.
Meinen letzten Bissen, o ja, aber nicht meine
Frau.","Blum. Meinen letzten Bissen, o ja, aber nicht meine Frau.","<sp who=""#blum""><speaker>Blum</speaker><p>Meinen letzten Bissen, o ja, aber nicht meine Frau.</p></sp>","","<sp who=""#blum""><speaker>Blum</speaker><p>Meinen letzten Bissen, o ja, aber nicht meine Frau.</p></sp>"
"117",117,"Thal.
Nun, so müssen wir sehen, wer am hartnäckigsten
das Feld behaupten wird.","Thal. Nun, so müssen wir sehen, wer am hartnäckigsten das Feld behaupten wird.","<sp who=""#thal""><speaker>Thal</speaker><p>Nun, so müssen wir sehen, wer am hartnäckigsten das Feld behaupten wird.</p></sp>","","<sp who=""#thal""><speaker>Thal</speaker><p>Nun, so müssen wir sehen, wer am hartnäckigsten das Feld behaupten wird.</p></sp>"
"118",118,"Blum.
Ich weiche nicht eher, bis meine Fahne von der
Festung weht.","Blum. Ich weiche nicht eher, bis meine Fahne von der Festung weht. [86] ","<sp who=""#blum""><speaker>Blum</speaker><p>Ich weiche nicht eher, bis meine Fahne von der Festung weht. <pb no=""86""/> </p></sp>","","<sp who=""#blum""><speaker>Blum</speaker><p>Ich weiche nicht eher, bis meine Fahne von der Festung weht. <pb no=""86""/> </p></sp>"
"119",119,"[86] Thal.
Sieg oder Spott ist die Losung. (ab.)","Thal. Sieg oder Spott ist die Losung. (ab.)","<sp who=""#thal""><speaker>Thal</speaker><p>Sieg oder Spott ist die Losung. (ab.)</p></sp>","","<sp who=""#thal""><speaker>Thal</speaker><p>Sieg oder Spott ist die Losung. (ab.)</p></sp></div>"
"120",120,"","","","",NA
"121",121,"Vierte Scene.","Vierte Scene.","Vierte Scene.","",NA
"122",122,"Vierte Scene.","Vierte Scene.","<div type=""scene""><head>Vierte Scene.</head>","","<div type=""scene""><head>Vierte Scene.</head>"
"123",123,"Die Vorigen, ohne Thal.","Die Vorigen, ohne Thal.","Die Vorigen, ohne Thal.","",NA
"124",124,"Die Vorigen, ohne Thal.","Die Vorigen, ohne Thal.","<stage>Die Vorigen, ohne Thal.</stage>","","<stage>Die Vorigen, ohne Thal.</stage>"
"125",125,"Blum (zu Krips, der seinem Herrn folgen will).
He! Krips! verweile noch einen Augenblick.","Blum (zu Krips, der seinem Herrn folgen will). He! Krips! verweile noch einen Augenblick.","<sp who=""#blum""><speaker>Blum</speaker><stage>(zu Krips, der seinem Herrn folgen will).</stage><p> He! Krips! verweile noch einen Augenblick.</p></sp>","","<sp who=""#blum""><speaker>Blum</speaker><stage>(zu Krips, der seinem Herrn folgen will).</stage><p> He! Krips! verweile noch einen Augenblick.</p></sp>"
